year,semester,under,major,subcode,subclass,subname,credit,time,hour,professor,size,isEnglish,isEngineer,oddEven,certify,exam,recommend,recommendGrade,registerRefer,explane,etc
2017 학년도,1학기,학부,영미어문전공,ENG2001,1,영문학개론,3,"수,금 09:00~10:15 [J327]",3,김치헌,38,O,,,,,전학년,1학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG2001,2,영문학개론,3,"화,목 09:00~10:15 [J307]",3,윤주옥,50,O,,,,,1학년,1학년,,,1학년 전용
2017 학년도,1학기,학부,영미어문전공,ENG2003,1,언어학개론,3,"수,금 13:30~14:45 [J215]",3,채서영,38,,,,,,전학년,1-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG2007,1,영미수필,3,"화,목 10:30~11:45 [J323]",3,신경원,14,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG2101,1,영문학작문,3,월 15:00~16:15 / 수 16:30~17:45 [J315],3,Chambers Claire Maria,13,O,,,,,"1,2학년",1-2학년,,,1-2학년 전용
2017 학년도,1학기,학부,영미어문전공,ENG2101,2,영문학작문,3,월 09:00~10:15 / 수 10:30~11:45 [J315],3,신문주,19,O,,,,,"1,2학년",1-2학년,,,1-2학년 전용
2017 학년도,1학기,학부,영미어문전공,ENG2101,3,영문학작문,3,월 10:30~11:45 / 수 12:00~13:15 [J317],3,손일수,18,O,,,,,"3,4학년",1-2학년,,,3-4학년 전용
2017 학년도,1학기,학부,영미어문전공,ENG2105,1,산문비평과인문학적사유,3,"화,목 16:30~17:45 [J325]",3,김영주,20,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG2106,1,시사영문강독,3,"화,목 10:30~11:45 [J107]",3,이성범,59,,,,,,전학년,1-4학년,,인터넷을통한영어(ENG2108)의 대체과목,
2017 학년도,1학기,학부,영미어문전공,ENG2111,1,영어연설과원고작성법,3,"수,금 15:00~16:15 [J215]",3,채서영,19,,,,,,"2,3,4학년",1-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3007,1,낭만주의시대의영문학,3,"화,목 12:00~13:15 [J323]",3,신경원,14,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3008,1,초기영국소설,3,"화,목 15:00~16:15 [J323]",3,신경원,18,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3107,1,현대미국소설,3,"수,금 09:00~10:15 [J602]",3,황은주,27,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3202,1,문학과환경,3,"수,금 15:00~16:15 [J327]",3,김치헌,56,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3206,1,영어권세계의문학,3,월 09:00~10:15 / 수 10:30~11:45 [J327],3,이주리,24,O,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3213,1,여성문학,3,"화,목 13:30~14:45 [J126]",3,김영주,19,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3301,1,영어음성학,3,월 10:30~11:45 / 수 12:00~13:15 [J609],3,정인기,15,O,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3306,1,영어통사론,3,월 12:00~13:15 / 금 10:30~11:45 [J602],3,Barrie Michael Jonathan Mathew,35,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3308,1,심리언어학,3,"화,목 13:30~14:45 [J219]",3,조숙환,40,,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3310,1,담화분석개론,3,"화,목 12:00~13:15 [J128]",3,이요안,17,O,,,,,"2,3,4학년",2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3313,1,영어교육론,3,"수,금 13:30~14:45 [J313]",3,박은성,20,O,,,,,"2,3,4학년",1-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3314,1,모국어습득론,3,"화,목 16:30~17:45 [D201]",3,조숙환,18,,,,,,"2,3,4학년",1-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG3319,1,언어조사및분석,3,월 13:30~14:45 / 금 12:00~13:15 [J609],3,Barrie Michael Jonathan Mathew,8,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENG4099,1,개별연구논문,3,목 18:00~20:45 [J112],3,김영주,6,,,,,,"3,4학년",3-4학년,,,Honors Program 필수교과목
2017 학년도,1학기,학부,영미어문전공,ENGG002,1,중세르네상스영문학프로세미나,3,화 15:00~18:00 [J616],3,김태원,1,,,,,,"3,4학년",3-4학년,,,
2017 학년도,1학기,학부,영미어문전공,ENGG204,1,음운론 I,3,목 14:00~17:00 [J616],3,정인기,2,,,,,,"3,4학년",3-4학년,,대학원초급과목,Honors Program/대학원초급과목
2017 학년도,1학기,학부,사학전공,HIS2003,1,한국사개론,3,월 09:00~10:15 / 수 10:30~11:45 [J307],3,최희정,39,,,,,,전학년,2-4학년,,"구 한국사개설I,II 통합과목",
2017 학년도,1학기,학부,사학전공,HIS2006,1,역사학입문,3,"화,목 15:00~16:15 [J307]",3,임상우,42,,,,,,전학년,1-4학년,,역사란무엇인가(HIS2001)의 대체과목(2013학번이전의경우),
2017 학년도,1학기,학부,사학전공,HIS3007,1,중국중세사,3,"화,목 13:30~14:45 [J307]",3,정면,35,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3009,1,근대중국의개혁과혁명,3,월 10:30~11:45 / 수 12:00~13:15 [J602],3,전인갑,38,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3013,1,일본현대사,3,월 09:00~10:15 / 수 10:30~11:45 [J602],3,윤병남,18,,,,,,전학년,1-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3019,1,아시아지역사특강2,3,"수,금 09:00~10:15 [J319]",3,허지은,8,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3021,1,서양고대사,3,"월,금 16:30~17:45 [J215]",3,오흥식,35,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3022,1,서양중세사,3,월 15:00~16:15 / 수 16:30~17:45 [J321],3,이상동,15,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3026,1,민족주의와제국주의시대사,3,"수,금 15:00~16:15 [J128]",3,이종훈,39,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3027,1,양차세계대전사,3,"수,금 13:30~14:45 [J602]",3,임지현,31,,,,,,전학년,2-4학년,,(구)서양현대사,
2017 학년도,1학기,학부,사학전공,HIS3030,1,영국사개설,3,"수,금 13:30~14:45 [J202]",3,이민경,13,,,,,,전학년,2-4학년,,"구 영국사개설I,II 통합과목",
2017 학년도,1학기,학부,사학전공,HIS3037,1,미국사개설,3,"화,목 16:30~17:45 [J107]",3,박현숙,59,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3041,1,한국사상사,3,"화,목 10:30~11:45 [J202]",3,이숙경,20,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3043,1,한국사회경제사,3,"화,목 12:00~13:15 [J313]",3,계승범,21,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3050,1,한국미술사,3,"화,목 13:30~14:45 [J313]",3,강희정,23,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3058,1,동서교류사,3,"화,목 10:30~11:45 [J211]",3,전용만,18,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,사학전공,HIS3070,1,문화유산현장실습1,1,수 16:30~17:45 [J118],1.5,계승범,53,,,,,,전학년,2-4학년,,성적평가:S/U,
2017 학년도,1학기,학부,사학전공,HIS4017,1,서양사명저해제1,3,"화,목 09:00~10:15 [J315]",3,백인호,13,,,,,,전학년,3-4학년,,,Honor`s Program
2017 학년도,1학기,학부,사학전공,HISG106,1,역사자료연습I,3,"화,목 15:00~16:15 [J124]",3,최기영,4,,,,,,전학년,3-4학년,,,학석사 연계과목
2017 학년도,1학기,학부,사학전공,HISQ981,1,역사교과교육론,3,"화,목 12:00~13:15 [J114]",3,김민정,5,,,,,,전학년,3-4학년,,교직이수자만 전공학점으로 인정,"종교,철학교과교육론과합반/교직이수자만 전공학점 인정"
2017 학년도,1학기,학부,사학전공,HISQ982,1,역사교과논리및논술,3,"화,목 15:00~16:15 [J112]",3,김민정,7,O,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,"종교,철학교과논리및논술과 합반/교직이수자만 전공학점 인정"
2017 학년도,1학기,학부,철학전공,PHI2002,1,동양철학개론,3,월 13:30~14:45 / 금 12:00~13:15 [J107],3,이임찬,57,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI2003,1,서양철학사,3,월 10:30~11:45 / 수 12:00~13:15 [J102],3,서동욱,72,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI2005,1,논리학개론,3,월 13:30~14:45 / 금 12:00~13:15 [J102],3,석기용,149,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI2006,1,형이상학,3,"화,목 09:00~10:15 [J609]",3,박병준,16,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI2008,1,윤리학,3,"화,목 12:00~13:15 [J209]",3,"Kim, Halla",28,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI3002,1,서양중세철학사,3,"화,목 13:30~14:45 [J319]",3,이상섭,20,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI3009,1,대륙합리론,3,"수,금 13:30~14:45 [J327]",3,홍우람,38,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI3014,1,미학개론,3,"화,목 10:30~11:45 [J327]",3,김산춘,38,,,,,,전학년,2-4학년,,(구 철학탐구방법론 대체과목),
2017 학년도,1학기,학부,철학전공,PHI3020,1,실존철학,3,"화,목 13:30~14:45 [J609]",3,박병준,22,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI3023,1,분석철학,3,"수,금 15:00~16:15 [J107]",3,서상복,65,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI3026,1,심리철학,3,"화,목 09:00~10:15 [J217]",3,"Hill, Benjamin, Kim, Halla",13,O,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI3034,1,"위진,당철학사",3,월 15:00~16:15 / 수 16:30~17:45 [J319],3,하유진,14,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI3037,1,도가철학,3,"화,목 10:30~11:45 [J217]",3,박혜순,20,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI3043,1,주자학,3,"수,금 13:30~14:45 [J319]",3,정종모,7,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI4013,1,현대미국철학,3,"화,목 15:00~16:15 [J102]",3,김영건,46,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI4017,1,인도철학,3,"화,목 12:00~13:15 [J202]",3,김진영,22,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI4035,1,예술철학특강,3,"화,목 15:00~16:15 [J313]",3,김산춘,19,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,철학전공,PHI4037,1,서양철학의원리,3,"화,목 16:30~17:45 [J319]",3,이상섭,17,,,,,,전학년,1-4학년,,,honors program 과목
2017 학년도,1학기,학부,철학전공,PHIG082,1,동양철학읽기,3,수 09:00~12:00 [J122],3,정종모,4,,,,,,전학년,3-4학년,,,학석사 연계과목
2017 학년도,1학기,학부,철학전공,PHIQ981,1,철학교과논리및논술,3,"화,목 15:00~16:15 [J112]",3,김민정,0,O,,,,,전학년,2-4학년,,교직이수자만 전공학점으로 인정,"사학,종교교과교육론과 합반/교직이수자만 전공학점 인정"
2017 학년도,1학기,학부,철학전공,PHIQ982,1,철학교과교육론,3,"화,목 12:00~13:15 [J114]",3,김민정,1,,,,,,전학년,3-4학년,,교직이수자만 전공학점으로 인정,"사학,종교교과논리및논술과 합반/교직이수자만 전공학점 인정"
2017 학년도,1학기,학부,수학전공,MAT1050,1,미적분학실습I,1,월 15:00~16:50 [AS111],2,김종락,25,,,,,,전학년,1학년,,,
2017 학년도,1학기,학부,수학전공,MAT1050,2,미적분학실습I,1,월 17:00~18:50 [AS111],2,김종락,21,,,,,,전학년,1학년,,,
2017 학년도,1학기,학부,수학전공,MAT1050,3,미적분학실습I,1,수 15:00~16:50 [AS111],2,김종락,19,,,,,,전학년,1학년,,,
2017 학년도,1학기,학부,수학전공,MAT1050,4,미적분학실습I,1,수 17:00~18:50 [AS111],2,김종락,15,,,,,,전학년,1학년,,,
2017 학년도,1학기,학부,수학전공,MAT1050,5,미적분학실습I,1,금 13:30~15:20 [RA205],2,김종락,12,,,,,,전학년,1학년,,,
2017 학년도,1학기,학부,수학전공,MAT1050,6,미적분학실습I,1,금 15:30~17:20 [RA205],2,김종락,12,,,,,,전학년,1학년,,,
2017 학년도,1학기,학부,수학전공,MAT2010,1,집합론,3,"수,금 09:00~10:15 [RA410]",3,이종범,45,O,O,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT2010,2,집합론,3,"수,금 13:30~14:45 [RA408]",3,신창언,55,,O,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT2110,1,선형대수학,3,"수,금 09:00~10:15 [RA308]",3,조상현,33,,O,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT2110,2,선형대수학,3,월 10:30~11:45 / 수 12:00~13:15 [RA408],3,김현석,37,,,,,,전학년,2학년,,,수학과 2학년 우선배정
2017 학년도,1학기,학부,수학전공,MAT2110,3,선형대수학,3,"화,목 15:00~16:15 [RA308]",3,이영란,51,O,O,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT2110,4,선형대수학,3,"화,목 09:00~10:15 [RA308]",3,하구용,56,,O,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT2110,5,선형대수학,3,"화,목 12:00~13:15 [RA308]",3,하구용,56,,O,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT2210,1,고등미적분학I,3,"화,목 13:30~14:45 [RA408]",3,김현석,53,,,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT2210,2,고등미적분학I,3,"화,목 10:30~11:45 [RA308]",3,이영란,59,,,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT2410,1,응용수학I,3,"화,목 09:00~10:15 [RA408]",3,임경필,46,,O,홀수,,,전학년,2학년,컴퓨터공학전공(가능),,컴퓨터공학전공(가능) 홀수학번
2017 학년도,1학기,학부,수학전공,MAT2410,2,응용수학I,3,"화,목 12:00~13:15 [RA408]",3,강병수,54,,O,짝수,,,전학년,2학년,컴퓨터공학전공(가능),,"컴퓨터공학전공(가능), 짝수학번"
2017 학년도,1학기,학부,수학전공,MAT2510,1,푸리에해석및응용,3,월 13:30~14:45 / 금 12:00~13:15 [AS111],3,임경수,20,,,,,,전학년,2-4학년,,,
2017 학년도,1학기,학부,수학전공,MAT3010,1,다변수함수,3,"화,목 12:00~13:15 [K404]",3,유지현,44,,,,,,전학년,2학년,,,수학과 16학번 수강 불가
2017 학년도,1학기,학부,수학전공,MAT3020,1,통계학입문,3,월 09:00~10:15 / 수 10:30~11:45 [RA308],3,임경필,51,,O,,,,전학년,2학년,,,
2017 학년도,1학기,학부,수학전공,MAT3110,1,이산수학,3,"수,금 09:00~10:15 [K402]",3,"Ho, Pak Tung",80,O,,,,,전학년,3-4학년,,,
2017 학년도,1학기,학부,수학전공,MAT3430,1,응용통계학및실습,3,월 10:30~11:45 / 수 12:00~13:15 [RA205],3,임경필,15,,,,,,전학년,3-4학년,,,실습과목
2017 학년도,1학기,학부,수학전공,MAT3430,2,응용통계학및실습,3,"화,목 12:00~13:15 [RA205]",3,임경필,18,,,,,,전학년,3-4학년,,,실습과목
2017 학년도,1학기,학부,수학전공,MAT4110,1,추상대수학I,3,"화,목 10:30~11:45 [RA408]",3,오영탁,58,,,,,,전학년,3학년,,,
2017 학년도,1학기,학부,수학전공,MAT4110,2,추상대수학I,3,월 10:30~11:45 / 수 12:00~13:15 [RA406B],3,김종락,50,O,,,,,전학년,3학년,,,
2017 학년도,1학기,학부,수학전공,MAT4210,1,복소수함수론I,3,"수,금 13:30~14:45 [RA406A]",3,조상현,16,,,,,,전학년,3학년,,,
2017 학년도,1학기,학부,수학전공,MAT4210,2,복소수함수론I,3,"화,목 15:00~16:15 [RA408]",3,이재성,41,O,,,,,전학년,3학년,,,
2017 학년도,1학기,학부,수학전공,MAT4310,1,미분기하학,3,"화,목 13:30~14:45 [RA410]",3,김종수,56,,,,,,전학년,3학년,,,
2017 학년도,1학기,학부,수학전공,MAT4330,1,위상수학개론II,3,월 12:00~13:15 / 금 10:30~11:45 [RA406A],3,조장현,12,,,,,,전학년,4학년,,구MATG320/구 위상수학특론의대체과목,
2017 학년도,1학기,학부,수학전공,MAT4510,1,학부개별연구,3,수 15:00~17:50,3,오영탁,2,,,,,,"3,4학년",3-4학년,,"특수연구, 전공학점으로 인정되지 않음","특수연구, 전공학점으로 인정되지 않음"
2017 학년도,1학기,학부,수학전공,MATG210,1,실해석학I,3,"화,목 10:30~11:45 [K104]",3,신창언,22,O,,,,,전학년,4학년,,"대학원초급과목,구MAT5210",대학원초급과목
2017 학년도,1학기,학부,수학전공,MATQ981,1,수학교과교육론,3,"화,목 12:00~13:15 [J321]",3,김구연,5,O,,,,,전학년,3-4학년,,교직이수자만 전공학점으로 인정,교직이수자만 전공학점으로 인정
2017 학년도,1학기,학부,물리학전공,PHY1001,1,일반물리I,3,월 09:00~10:15 / 수 10:30~11:45 [RA310],3,이범훈,58,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1001,2,일반물리I,3,월 13:30~14:45 / 금 12:00~13:15 [K303],3,손원민,65,,O,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1001,3,일반물리I,3,"수,금 15:00~16:15 [RA310]",3,이범구,67,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1001,4,일반물리I,3,"화,목 09:00~10:15 [RA406B]",3,이기진,50,,O,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1001,5,일반물리I,3,"화,목 10:30~11:45 [RA310]",3,박영재,57,,,,,,전학년,1학년,물리학전공(가능),,물리전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1001,6,일반물리I,3,"화,목 13:30~14:45 [RA310]",3,김현정,68,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1001,7,일반물리I,3,"화,목 12:00~13:15 [RA406B]",3,김도석,43,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1001,8,일반물리I,3,"화,목 15:00~16:15 [RA310]",3,박광서,74,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1001,9,일반물리I,3,"수,금 09:00~10:15 [RA310]",3,김도현,70,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1001,10,일반물리I,3,"수,금 13:30~14:45 [RA310]",3,이현철,69,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,1,일반물리실험I,1,월 13:30~15:20 [R103],2,정명화,13,,O,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1101,2,일반물리실험I,1,월 13:30~15:20 [R107],2,Scopel Stefano,18,O,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,3,일반물리실험I,1,월 15:30~17:20 [R103],2,김도석,19,,O,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1101,4,일반물리실험I,1,월 15:30~17:20 [R107],2,Scopel Stefano,18,O,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,5,일반물리실험I,1,월 17:30~19:20 [R103],2,김도석,18,,O,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,6,일반물리실험I,1,월 17:30~19:20 [R107],2,Scopel Stefano,17,O,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,7,일반물리실험I,1,화 13:30~15:20 [R103],2,김도현,18,,O,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1101,8,일반물리실험I,1,화 13:30~15:20 [R107],2,박영재,13,,O,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1101,9,일반물리실험I,1,화 15:30~17:20 [R103],2,김도현,18,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,10,일반물리실험I,1,화 15:30~17:20 [R107],2,박영재,18,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,11,일반물리실험I,1,화 17:30~19:20 [R103],2,김도현,16,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,12,일반물리실험I,1,화 17:30~19:20 [R107],2,박영재,18,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,13,일반물리실험I,1,수 13:30~15:20 [R103],2,임채호,16,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,14,일반물리실험I,1,수 13:30~15:20 [R107],2,이기진,19,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,15,일반물리실험I,1,수 15:30~17:20 [R103],2,임채호,16,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,16,일반물리실험I,1,수 15:30~17:20 [R107],2,이기진,17,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,17,일반물리실험I,1,수 17:30~19:20 [R103],2,장준익,15,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,18,일반물리실험I,1,수 17:30~19:20 [R107],2,이현철,19,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,19,일반물리실험I,1,목 13:30~15:20 [R103],2,박정혁,14,,O,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1101,20,일반물리실험I,1,목 13:30~15:20 [R107],2,이현철,17,,O,,,,전학년,1학년,컴퓨터공학전공(가능),,컴퓨터전공 전용반
2017 학년도,1학기,학부,물리학전공,PHY1101,21,일반물리실험I,1,목 15:30~17:20 [R103],2,박정혁,17,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,22,일반물리실험I,1,목 15:30~17:20 [R107],2,이현철,18,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,23,일반물리실험I,1,목 17:30~19:20 [R103],2,박정혁,16,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,24,일반물리실험I,1,목 17:30~19:20 [R107],2,정명화,19,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,25,일반물리실험I,1,금 13:30~15:20 [R103],2,이범훈,17,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,26,일반물리실험I,1,금 13:30~15:20 [R107],2,손원민,17,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,27,일반물리실험I,1,금 15:30~17:20 [R103],2,이범훈,16,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,28,일반물리실험I,1,금 15:30~17:20 [R107],2,손원민,17,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,29,일반물리실험I,1,금 17:30~19:20 [R103],2,이범훈,17,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY1101,30,일반물리실험I,1,금 17:30~19:20 [R107],2,장준익,16,,,,,,전학년,1학년,컴퓨터공학전공(불가능),,컴퓨터전공 수강불가
2017 학년도,1학기,학부,물리학전공,PHY2001,1,역학I,3,월 10:30~11:45 / 수 12:00~13:15 [RA310],3,이범훈,41,O,,,,,전학년,2학년,,,
2017 학년도,1학기,학부,물리학전공,PHY2003,1,전자기학I,3,"화,목 10:30~11:45 [RA406B]",3,김도석,35,O,,,,,전학년,2학년,,"(=전자공학과 전자장론I, 둘 중 한과목만 학점인정)",
2017 학년도,1학기,학부,물리학전공,PHY2005,1,수리물리학I,3,월 12:00~13:15 / 금 10:30~11:45 [RA310],3,Scopel Stefano,51,O,,,,,전학년,2학년,,,
2017 학년도,1학기,학부,물리학전공,PHY2101,1,실험물리학I,2,월 15:00~18:50 [R110],4,장준익,10,,,,,,전학년,2학년,,,
2017 학년도,1학기,학부,물리학전공,PHY2101,2,실험물리학I,2,수 15:00~18:50 [R110],4,정명화,10,,,,,,전학년,2학년,,,
2017 학년도,1학기,학부,물리학전공,PHY2101,3,실험물리학I,2,목 15:00~18:50 [R110],4,김도석,9,,,,,,전학년,2학년,,,
2017 학년도,1학기,학부,물리학전공,PHY2101,4,실험물리학I,2,금 15:00~18:50 [R110],4,정명화,8,,,,,,전학년,2학년,,,
2017 학년도,1학기,학부,물리학전공,PHY3001,1,양자물리학I,3,월 10:30~11:45 / 수 12:00~13:15 [K309],3,손원민,35,O,,,,,전학년,3학년,,,
2017 학년도,1학기,학부,물리학전공,PHY3003,1,열역학,3,"화,목 09:00~10:15 [RA406A]",3,김도현,30,O,,,,,전학년,3학년,,,
